TimeStamp	Reference	Position	Speed	Current	Voltage	Error	Kp x Error	Error Sum / Ti	Td x Delta PV	PID Output			TimeStamp	Position		TimeStamp	Reference	Position
392.24	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.02	-10.08		5.02	9.999237	-10.08
392.25	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.03	-9.92		5.03	9.999237	-9.92
392.26	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.04	-7.96		5.04	9.999237	-7.96
392.27	0.001526	0	0	0.025909	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.05	-6.12		5.05	9.999237	-6.12
392.28	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.06	-3.42		5.06	9.999237	-3.42
392.29	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.07	-0.36		5.07	9.999237	-0.36
392.29	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.08	3.28		5.08	9.999237	3.28
392.3	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.09	7.18		5.09	9.999237	7.18
392.31	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.1	10.98		5.1	9.999237	10.98
392.32	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.11	14.66		5.11	9.999237	14.66
392.33	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.12	18.2		5.12	9.999237	18.2
392.34	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.13	21.54		5.13	9.999237	21.54
392.35	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.14	24.48		5.14	9.999237	24.48
392.36	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.15	25.76		5.15	9.999237	25.76
392.37	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.16	26.44		5.16	9.999237	26.44
392.38	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.16	26.44		5.16	9.999237	26.44
392.39	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.17	26.76		5.17	9.999237	26.76
392.4	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.18	26.18		5.18	9.999237	26.18
392.41	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.19	25.02		5.19	9.999237	25.02
392.42	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.2	23.48		5.2	9.999237	23.48
392.43	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.21	21.34		5.21	9.999237	21.34
392.44	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.22	18.88		5.22	9.999237	18.88
392.45	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.23	16.26		5.23	9.999237	16.26
392.46	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.24	13.7		5.24	9.999237	13.7
392.47	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.25	11.24		5.25	9.999237	11.24
392.48	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.26	8.9		5.26	9.999237	8.9
392.49	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.27	6.7		5.27	9.999237	6.7
392.5	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.28	4.68		5.28	9.999237	4.68
392.51	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.29	3.44		5.29	9.999237	3.44
392.52	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.3	2.48		5.3	9.999237	2.48
392.53	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.31	2.1		5.31	9.999237	2.1
392.54	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.32	2.06		5.32	9.999237	2.06
392.55	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.33	2.42		5.33	9.999237	2.42
392.56	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.34	2.98		5.34	9.999237	2.98
392.57	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.35	3.78		5.35	9.999237	3.78
392.58	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.36	4.7		5.36	9.999237	4.7
392.59	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.37	5.72		5.37	9.999237	5.72
392.6	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.38	6.72		5.38	9.999237	6.72
392.61	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.39	7.76		5.39	9.999237	7.76
392.61	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.4	8.74		5.4	9.999237	8.74
392.62	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.41	9.66		5.41	9.999237	9.66
392.63	0.001526	0	0	0.074847	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.42	10.5		5.42	9.999237	10.5
392.64	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.43	11.28		5.43	9.999237	11.28
392.65	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.44	11.98		5.44	9.999237	11.98
392.66	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.45	12.62		5.45	9.999237	12.62
392.67	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.46	13.18		5.46	9.999237	13.18
392.68	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.47	13.66		5.47	9.999237	13.66
392.69	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.48	14.06		5.48	9.999237	14.06
392.7	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.48	14.06		5.48	9.999237	14.06
392.71	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.49	14.38		5.49	9.999237	14.38
392.72	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.5	14.58		5.5	9.999237	14.58
392.73	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.51	14.52		5.51	9.999237	14.52
392.74	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.52	14.18		5.52	9.999237	14.18
392.75	0.001526	0	0	0.051817	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.53	13.66		5.53	9.999237	13.66
392.76	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.54	13.1		5.54	9.999237	13.1
392.77	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.55	12.56		5.55	9.999237	12.56
392.77	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.56	12.04		5.56	9.999237	12.04
392.78	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.57	11.56		5.57	9.999237	11.56
392.79	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.58	11.1		5.58	9.999237	11.1
392.8	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.59	10.7		5.59	9.999237	10.7
392.81	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.6	10.3		5.6	9.999237	10.3
392.82	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.61	9.96		5.61	9.999237	9.96
392.83	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.62	9.62		5.62	9.999237	9.62
392.84	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.63	9.3		5.63	9.999237	9.3
392.85	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.64	9		5.64	9.999237	9
392.86	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.64	9		5.64	9.999237	9
392.87	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.65	8.72		5.65	9.999237	8.72
392.88	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.66	8.46		5.66	9.999237	8.46
392.89	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.67	8.26		5.67	9.999237	8.26
392.9	0.001526	0	0	-0.109392	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.68	8.08		5.68	9.999237	8.08
392.91	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.69	7.94		5.69	9.999237	7.94
392.92	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.7	7.86		5.7	9.999237	7.86
392.93	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.71	7.8		5.71	9.999237	7.8
392.93	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.72	7.78		5.72	9.999237	7.78
392.94	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.73	7.8		5.73	9.999237	7.8
392.95	0.001526	0	0	0.051817	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.74	7.84		5.74	9.999237	7.84
392.96	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.75	7.88		5.75	9.999237	7.88
392.97	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.76	7.94		5.76	9.999237	7.94
392.98	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.77	7.98		5.77	9.999237	7.98
392.99	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.78	8.02		5.78	9.999237	8.02
393	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.79	8.08		5.79	9.999237	8.08
393.01	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.8	8.18		5.8	9.999237	8.18
393.02	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.8	8.18		5.8	9.999237	8.18
393.03	0.001526	0	0	-0.086362	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.81	8.3		5.81	9.999237	8.3
393.04	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.82	8.44		5.82	9.999237	8.44
393.05	0.001526	0	0	0.051817	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.83	8.6		5.83	9.999237	8.6
393.06	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.84	8.76		5.84	9.999237	8.76
393.07	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.85	8.92		5.85	9.999237	8.92
393.08	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.86	9.08		5.86	9.999237	9.08
393.09	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.87	9.22		5.87	9.999237	9.22
393.1	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.88	9.36		5.88	9.999237	9.36
393.11	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.89	9.5		5.89	9.999237	9.5
393.12	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.9	9.62		5.9	9.999237	9.62
393.13	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.91	9.74		5.91	9.999237	9.74
393.14	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.92	9.84		5.92	9.999237	9.84
393.15	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.93	9.92		5.93	9.999237	9.92
393.16	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.94	9.96		5.94	9.999237	9.96
393.17	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.95	10.02		5.95	9.999237	10.02
393.18	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.96	10.04		5.96	9.999237	10.04
393.19	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.97	10.06		5.97	9.999237	10.06
393.2	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.98	10.06		5.98	9.999237	10.06
393.21	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526			5.99	10.08		5.99	9.999237	10.08
393.22	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526			6	10.08		6	9.999237	10.08
393.23	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			6.01	10.08		6.01	9.999237	10.08
393.24	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526			6.02	10.08		6.02	9.999237	10.08
393.25	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526						6.03	9.999237	10.1
393.25	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526						6.04	9.999237	10.1
393.26	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526						6.05	9.999237	10.1
393.27	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.28	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.29	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.3	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.31	0.001526	0	0	-0.086362	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.32	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.33	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.34	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.35	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.36	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.37	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.38	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.39	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.4	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.41	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.41	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.42	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.43	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.44	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.45	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.46	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.47	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.48	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.49	0.001526	0	0	0.048938	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.5	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.51	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.52	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.53	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.54	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.55	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.56	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.57	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.57	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.58	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.59	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.6	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.61	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.62	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.63	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.64	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.65	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.66	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.67	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.68	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.69	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.7	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.71	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.72	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.73	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.74	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.75	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.76	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.77	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.78	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.79	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.8	0.001526	0	0	0.051817	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.81	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.82	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.83	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.84	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.85	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.86	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.87	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.88	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.89	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.89	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.9	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.91	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.92	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.93	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.94	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.95	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.96	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.97	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.98	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
393.99	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.01	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.02	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.03	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.04	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.05	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.05	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.06	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.07	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.08	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.09	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.1	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.11	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.12	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.13	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.14	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.15	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.16	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.17	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.18	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.19	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.2	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.21	0.001526	0	0	-0.109392	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.21	0.001526	0	0	-0.109392	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.22	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.23	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.24	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.25	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.26	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.27	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.28	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.29	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.3	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.31	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.32	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.33	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.34	0.001526	0	0	0.074847	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.35	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.36	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.37	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.38	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.39	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.4	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.41	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.42	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.43	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.44	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.45	0.001526	0	0	-0.063332	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.46	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.47	0.001526	0	0	0.051817	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.48	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.49	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.5	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.51	0.001526	0	0	0.071968	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.52	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.53	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.53	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.54	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.55	0.001526	0	0	0.074847	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.56	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.57	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.58	0.001526	0	0	-0.017272	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.59	0.001526	0	0	0.048938	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.6	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.61	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.62	0.001526	0	0	-0.040302	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.63	0.001526	0	0	0.005757	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.64	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
394.65	0.001526	0	0	0.028787	0	0.001526	0.001526	0.001526	0.001526	0.001526								
