TimeStamp,Reference,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta Err.,PID Output
49.04,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.05,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.06,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.07,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.08,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.09,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.1,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.11,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.12,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.12,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.13,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.14,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.15,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.16,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.17,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.18,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.19,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.2,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.21,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.22,0.001526,0,0.071968,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.23,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.24,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.25,0.001526,0,-0.109392,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.26,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.27,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.28,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.29,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.3,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.31,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.32,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.33,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.34,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.35,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.36,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.37,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.38,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.39,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.4,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.41,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.42,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.43,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.44,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.44,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.45,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.46,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.47,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.48,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.49,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.5,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.51,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.52,0.001526,0,0.051817,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.53,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.54,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.55,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.56,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.57,0.001526,0,0.051817,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.58,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.59,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.6,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.6,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.61,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.62,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.63,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.64,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.65,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.66,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.67,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.68,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.69,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.7,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.71,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.72,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.73,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.74,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.75,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.76,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.77,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.78,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.79,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.8,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.81,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.82,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.83,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.84,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.85,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.86,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.87,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.88,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.89,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.9,0.001526,0,-0.086362,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.91,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.92,0.001526,0,0.074847,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.93,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.94,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.95,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.96,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.97,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.98,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
49.99,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.01,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.02,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.03,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.04,0.001526,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.05,0.001526,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.06,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.07,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.08,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.09,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.1,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.11,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.12,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.13,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.14,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.15,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.16,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.17,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.18,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.19,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.2,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.21,0.001526,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.22,0.001526,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
50.23,0.001526,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
