TimeStamp	Reference	Position	Speed	Current	Voltage	Error	Kp x Error	Error Sum / Ti	Td x Delta PV	PID Output		TimeStamp	Position
0.67	9.999237	8.52	0.125	6.975171	10.314197	1.478599	9.306477	2.671855	-0.328069	11.647211		0.67	8.52
0.68	9.999237	8.52	0	6.649874	10.665542	1.478599	9.306477	2.708476	0.001526	12.013428		0.68	8.52
0.69	9.999237	8.52	0	7.09032	10.644814	1.478599	9.306477	2.745098	0.001526	12.05005		0.69	8.52
0.7	9.999237	8.54	0.125	7.20547	10.217803	1.457237	9.172198	2.78172	-0.383001	11.567864		0.7	8.54
0.71	9.999237	8.54	0	6.580784	10.600122	1.457237	9.172198	2.818341	0.001526	11.989014		0.71	8.54
0.72	9.999237	8.54	0	7.044261	10.651578	1.457237	9.172198	2.854963	0.001526	12.025635		0.72	8.54
0.73	9.999237	8.54	0	7.11335	10.655069	1.457237	9.172198	2.891585	0.001526	12.062257		0.73	8.54
0.73	9.999237	8.54	0	7.11335	10.655069	1.457237	9.172198	2.891585	0.001526	12.062257		0.73	8.54
0.74	9.999237	8.56	0	7.11335	10.314197	1.438926	9.056229	2.928206	-0.328069	11.653315		0.74	8.56
0.75	9.999237	8.56	0	6.580784	10.655069	1.438926	9.056229	2.964828	0.001526	12.019532		0.75	8.56
0.76	9.999237	8.56	0	7.044261	10.648305	1.438926	9.056229	3.00145	0.001526	12.056153		0.76	8.56
0.77	9.999237	8.58	0	7.06729	10.214663	1.417563	8.92195	3.035019	-0.383001	11.570916		0.77	8.58
0.78	9.999237	8.58	0	6.511695	10.603381	1.417563	8.92195	3.071641	0.001526	11.992065		0.78	8.58
0.79	9.999237	8.58	0	6.998201	10.65856	1.417563	8.92195	3.105211	0.001526	12.025635		0.79	8.58
0.8	9.999237	8.6	0	7.20547	10.262846	1.399252	8.805982	3.141833	-0.328069	11.616693		0.8	8.6
0.81	9.999237	8.6	0	6.652753	10.606856	1.399252	8.805982	3.175402	0.001526	11.979858		0.81	8.6
0.82	9.999237	8.6	0	7.11335	10.648305	1.399252	8.805982	3.212024	0.001526	12.01648		0.82	8.6
0.83	9.999237	8.62	0	7.15941	10.221152	1.37789	8.671702	3.245594	-0.383001	11.531243		0.83	8.62
0.84	9.999237	8.62	0	6.560633	10.562102	1.37789	8.671702	3.282216	0.001526	11.952392		0.84	8.62
0.85	9.999237	8.62	0	6.906081	10.606856	1.37789	8.671702	3.315785	0.001526	11.985962		0.85	8.62
0.86	9.999237	8.64	0.125	7.06729	10.169606	1.356527	8.537423	3.349355	-0.383001	11.500725		0.86	8.64
0.87	9.999237	8.64	0	6.468514	10.55194	1.356527	8.537423	3.382925	0.001526	11.918822		0.87	8.64
0.88	9.999237	8.64	0	7.11335	10.555183	1.356527	8.537423	3.416495	0.001526	11.952392		0.88	8.64
0.89	9.999237	8.64	0	7.09032	10.606856	1.356527	8.537423	3.450065	0.001526	11.985962		0.89	8.64
0.89	9.999237	8.64	0	7.09032	10.606856	1.356527	8.537423	3.450065	0.001526	11.985962		0.89	8.64
0.9	9.999237	8.66	0	7.228499	10.217803	1.338216	8.421454	3.483635	-0.328069	11.573968		0.9	8.66
0.91	9.999237	8.66	0	6.626844	10.558643	1.338216	8.421454	3.517205	0.001526	11.937133		0.91	8.66
0.92	9.999237	8.66	0	7.06729	10.589697	1.338216	8.421454	3.550774	0.001526	11.970703		0.92	8.66
0.93	9.999237	8.68	0	7.044261	10.172939	1.316854	8.287175	3.584344	-0.383001	11.485466		0.93	8.68
0.94	9.999237	8.68	0	6.422454	10.555183	1.316854	8.287175	3.617914	0.001526	11.903563		0.94	8.68
0.95	9.999237	8.68	0	6.929111	10.562102	1.316854	8.287175	3.651484	0.001526	11.937133		0.95	8.68
0.96	9.999237	8.68	0	6.975171	10.603381	1.316854	8.287175	3.682002	0.001526	11.967651		0.96	8.68
0.97	9.999237	8.7	0	7.09032	10.217803	1.298543	8.174258	3.715572	-0.328069	11.558709		0.97	8.7
0.98	9.999237	8.7	0	6.514574	10.55194	1.298543	8.174258	3.749142	0.001526	11.921874		0.98	8.7
0.99	9.999237	8.7	0	7.09032	10.562102	1.298543	8.174258	3.77966	0.001526	11.952392		0.99	8.7
1	9.999237	8.72	0.125	6.929111	10.131361	1.27718	8.036927	3.81323	-0.383001	11.464103		1	8.72
1.01	9.999237	8.72	0	6.376394	10.51043	1.27718	8.036927	3.843748	0.001526	11.879149		1.01	8.72
1.02	9.999237	8.72	0	6.975171	10.555183	1.27718	8.036927	3.877317	0.001526	11.912718		1.02	8.72
1.03	9.999237	8.72	0	6.998201	10.565562	1.27718	8.036927	3.907836	0.001526	11.943236		1.03	8.72
1.04	9.999237	8.74	0	6.952141	10.217803	1.258869	7.92401	3.941405	-0.328069	11.534295		1.04	8.74
1.05	9.999237	8.74	0	6.468514	10.51043	1.258869	7.92401	3.971923	0.001526	11.894408		1.05	8.74
1.06	9.999237	8.74	0	7.021231	10.555183	1.258869	7.92401	4.002441	0.001526	11.924926		1.06	8.74
1.07	9.999237	8.76	0	7.021231	10.118299	1.237507	7.789731	4.032959	-0.383001	11.436637		1.07	8.76
1.08	9.999237	8.76	0	6.376394	10.506986	1.237507	7.789731	4.066529	0.001526	11.854734		1.08	8.76
1.09	9.999237	8.76	0	6.929111	10.506986	1.237507	7.789731	4.097047	0.001526	11.885252		1.09	8.76
1.1	9.999237	8.76	0	6.883051	10.555183	1.237507	7.789731	4.127565	0.001526	11.91577		1.1	8.76
1.11	9.999237	8.78	0	6.975171	10.169606	1.219196	7.673762	4.158083	-0.328069	11.500725		1.11	8.78
1.12	9.999237	8.78	0	6.491544	10.513874	1.219196	7.673762	4.188602	0.001526	11.860838		1.12	8.78
1.13	9.999237	8.78	0	6.952141	10.506986	1.219196	7.673762	4.21912	0.001526	11.891356		1.13	8.78
1.14	9.999237	8.78	0	6.767902	10.558643	1.219196	7.673762	4.249638	0.001526	11.921874		1.14	8.78
1.15	9.999237	8.8	0	7.021231	10.118299	1.197833	7.539483	4.280156	-0.383001	11.433585		1.15	8.8
1.16	9.999237	8.8	0	6.468514	10.479356	1.197833	7.539483	4.307622	0.001526	11.845579		1.16	8.8
1.17	9.999237	8.8	0	6.929111	10.503758	1.197833	7.539483	4.33814	0.001526	11.876097		1.17	8.8
1.18	9.999237	8.8	0	7.021231	10.565562	1.197833	7.539483	4.368658	0.001526	11.906615		1.18	8.8
1.19	9.999237	8.82	0	7.13638	10.124726	1.176471	7.405203	4.399176	-0.383001	11.418326		1.19	8.82
1.2	9.999237	8.82	0	6.580784	10.469073	1.176471	7.405203	4.426642	0.001526	11.83032		1.2	8.82
1.21	9.999237	8.82	0	7.09032	10.503758	1.176471	7.405203	4.45716	0.001526	11.860838		1.21	8.82
1.21	9.999237	8.82	0	7.09032	10.503758	1.176471	7.405203	4.45716	0.001526	11.860838		1.21	8.82
1.22	9.999237	8.84	0	7.06729	10.124726	1.15816	7.289235	4.487678	-0.328069	11.445792		1.22	8.84
1.23	9.999237	8.84	0	6.560633	10.458789	1.15816	7.289235	4.515145	0.001526	11.802853		1.23	8.84
1.24	9.999237	8.84	0	6.975171	10.462217	1.15816	7.289235	4.545663	0.001526	11.833371		1.24	8.84
1.25	9.999237	8.84	0	6.860022	10.51043	1.15816	7.289235	4.573129	0.001526	11.860838		1.25	8.84
1.26	9.999237	8.86	0	7.044261	10.076513	1.136797	7.154955	4.600595	-0.383001	11.369497		1.26	8.86
1.27	9.999237	8.86	0	6.376394	10.410592	1.136797	7.154955	4.631113	0.001526	11.784543		1.27	8.86
1.28	9.999237	8.86	0	6.744872	10.455575	1.136797	7.154955	4.658579	0.001526	11.812009		1.28	8.86
1.29	9.999237	8.86	0	6.883051	10.462217	1.136797	7.154955	4.686046	0.001526	11.839475		1.29	8.86
1.3	9.999237	8.86	0	6.883051	10.506986	1.136797	7.154955	4.716564	0.001526	11.869993		1.3	8.86
1.31	9.999237	8.86	0	6.929111	10.503758	1.136797	7.154955	4.74403	0.001526	11.897459		1.31	8.86
1.32	9.999237	8.88	0.125	6.952141	10.156482	1.118486	7.038987	4.771496	-0.328069	11.479362		1.32	8.88
1.33	9.999237	8.88	0	6.468514	10.472501	1.118486	7.038987	4.798962	0.001526	11.836423		1.33	8.88
1.34	9.999237	8.88	0	6.860022	10.520761	1.118486	7.038987	4.826429	0.001526	11.86389		1.34	8.88
1.35	9.999237	8.88	0	6.883051	10.513874	1.118486	7.038987	4.856947	0.001526	11.894408		1.35	8.88
1.36	9.999237	8.88	0	6.929111	10.55194	1.118486	7.038987	4.884413	0.001526	11.921874		1.36	8.88
1.37	9.999237	8.88	0	7.06729	10.55194	1.118486	7.038987	4.911879	0.001526	11.94934		1.37	8.88
1.37	9.999237	8.88	0	7.06729	10.55194	1.118486	7.038987	4.911879	0.001526	11.94934		1.37	8.88
1.38	9.999237	8.88	0	6.952141	10.600122	1.118486	7.038987	4.939345	0.001526	11.976806		1.38	8.88
1.39	9.999237	8.9	0	6.998201	10.166481	1.097124	6.904707	4.966812	-0.383001	11.485466		1.39	8.9
1.4	9.999237	8.9	0	6.422454	10.506986	1.097124	6.904707	4.994278	0.001526	11.897459		1.4	8.9
1.41	9.999237	8.9	0	6.813962	10.565562	1.097124	6.904707	5.021744	0.001526	11.924926		1.41	8.9
1.42	9.999237	8.9	0	6.836992	10.55194	1.097124	6.904707	5.04921	0.001526	11.952392		1.42	8.9
1.43	9.999237	8.9	0	6.929111	10.606856	1.097124	6.904707	5.076677	0.001526	11.979858		1.43	8.9
1.44	9.999237	8.92	0.125	7.11335	10.214663	1.078813	6.788739	5.104143	-0.328069	11.561761		1.44	8.92
1.45	9.999237	8.92	0	6.491544	10.558643	1.078813	6.788739	5.131609	0.001526	11.918822		1.45	8.92
1.46	9.999237	8.92	0	7.021231	10.55194	1.078813	6.788739	5.159075	0.001526	11.946288		1.46	8.92
1.47	9.999237	8.92	0	7.06729	10.600122	1.078813	6.788739	5.18349	0.001526	11.970703		1.47	8.92
1.48	9.999237	8.92	0	7.13638	10.606856	1.078813	6.788739	5.210956	0.001526	11.998169		1.48	8.92
1.49	9.999237	8.94	0	7.044261	10.176272	1.05745	6.654459	5.238422	-0.383001	11.506828		1.49	8.94
1.5	9.999237	8.94	0	6.468514	10.555183	1.05745	6.654459	5.265888	0.001526	11.918822		1.5	8.94
1.51	9.999237	8.94	0	6.975171	10.558643	1.05745	6.654459	5.290303	0.001526	11.943236		1.51	8.94
1.52	9.999237	8.94	0	6.929111	10.596647	1.05745	6.654459	5.317769	0.001526	11.970703		1.52	8.94
1.53	9.999237	8.94	0	6.929111	10.613806	1.05745	6.654459	5.345235	0.001526	11.998169		1.53	8.94
1.53	9.999237	8.94	0	6.929111	10.613806	1.05745	6.654459	5.345235	0.001526	11.998169		1.53	8.94
1.54	9.999237	8.96	0	6.998201	10.217803	1.039139	6.538491	5.36965	-0.328069	11.57702		1.54	8.96
1.55	9.999237	8.96	0	6.491544	10.562102	1.039139	6.538491	5.397116	0.001526	11.934081		1.55	8.96
1.56	9.999237	8.96	0	7.044261	10.586221	1.039139	6.538491	5.42153	0.001526	11.958495		1.56	8.96
1.57	9.999237	8.96	0	6.998201	10.603381	1.039139	6.538491	5.448997	0.001526	11.985962		1.57	8.96
1.58	9.999237	8.96	0	6.998201	10.603381	1.039139	6.538491	5.473411	0.001526	12.010376		1.58	8.96
1.59	9.999237	8.96	0	7.06729	10.648305	1.039139	6.538491	5.500877	0.001526	12.037842		1.59	8.96
1.6	9.999237	8.98	0	7.09032	10.214663	1.017777	6.404211	5.525292	-0.383001	11.54345		1.6	8.98
1.61	9.999237	8.98	0	6.468514	10.562102	1.017777	6.404211	5.549706	0.001526	11.952392		1.61	8.98
1.62	9.999237	8.98	0	6.975171	10.603381	1.017777	6.404211	5.577173	0.001526	11.979858		1.62	8.98
1.63	9.999237	8.98	0	6.975171	10.589697	1.017777	6.404211	5.601587	0.001526	12.004273		1.63	8.98
1.64	9.999237	8.98	0	7.044261	10.648305	1.017777	6.404211	5.626001	0.001526	12.028687		1.64	8.98
1.65	9.999237	9	0.125	7.044261	10.211314	0.996414	6.269932	5.653468	-0.383001	11.537346		1.65	9
1.66	9.999237	9	0	6.514574	10.558643	0.996414	6.269932	5.677882	0.001526	11.946288		1.66	9
1.67	9.999237	9	0	6.952141	10.606856	0.996414	6.269932	5.702296	0.001526	11.970703		1.67	9
1.68	9.999237	9	0	6.975171	10.610331	0.996414	6.269932	5.726711	0.001526	11.995117		1.68	9
1.69	9.999237	9	0	6.860022	10.651578	0.996414	6.269932	5.751125	0.001526	12.019532		1.69	9
1.7	9.999237	9	0	7.021231	10.644814	0.996414	6.269932	5.77554	0.001526	12.043946		1.7	9
1.71	9.999237	9.02	0.125	7.044261	10.27273	0.978103	6.153964	5.799954	-0.328069	11.622797		1.71	9.02
1.72	9.999237	9.02	0	6.606693	10.610331	0.978103	6.153964	5.824369	0.001526	11.976806		1.72	9.02
1.73	9.999237	9.02	0	6.929111	10.606856	0.978103	6.153964	5.848783	0.001526	12.001221		1.73	9.02
1.74	9.999237	9.02	0	7.044261	10.648305	0.978103	6.153964	5.873198	0.001526	12.025635		1.74	9.02
1.75	9.999237	9.02	0	7.044261	10.644814	0.978103	6.153964	5.897612	0.001526	12.05005		1.75	9.02
1.76	9.999237	9.02	0	7.06729	10.706789	0.978103	6.153964	5.922026	0.001526	12.074464		1.76	9.02
1.77	9.999237	9.04	0	7.09032	10.266	0.956741	6.019684	5.946441	-0.383001	11.580072		1.77	9.04
1.78	9.999237	9.04	0	6.284275	10.606856	0.956741	6.019684	5.970855	0.001526	11.989014		1.78	9.04
1.79	9.999237	9.04	0	6.813962	10.651578	0.956741	6.019684	5.99527	0.001526	12.013428		1.79	9.04
1.8	9.999237	9.04	0	7.06729	10.65856	0.956741	6.019684	6.019684	0.001526	12.037842		1.8	9.04
1.81	9.999237	9.04	0	7.021231	10.655069	0.956741	6.019684	6.044099	0.001526	12.062257		1.81	9.04
1.82	9.999237	9.06	0.125	7.09032	10.317578	0.93843	5.903716	6.065461	-0.328069	11.638056		1.82	9.06
1.83	9.999237	9.06	0	6.698813	10.606856	0.93843	5.903716	6.089876	0.001526	11.992065		1.83	9.06
1.84	9.999237	9.06	0	7.09032	10.648305	0.93843	5.903716	6.11429	0.001526	12.01648		1.84	9.06
1.85	9.999237	9.06	0	7.18244	10.648305	0.93843	5.903716	6.135653	0.001526	12.037842		1.85	9.06
1.85	9.999237	9.06	0	7.18244	10.648305	0.93843	5.903716	6.135653	0.001526	12.037842		1.85	9.06
1.86	9.999237	9.08	0.125	7.11335	10.211314	0.917067	5.769436	6.160067	-0.383001	11.54345		1.86	9.08
1.87	9.999237	9.08	0	6.491544	10.558643	0.917067	5.769436	6.18143	0.001526	11.94934		1.87	9.08
1.88	9.999237	9.08	0	6.929111	10.603381	0.917067	5.769436	6.205844	0.001526	11.973754		1.88	9.08
1.89	9.999237	9.08	0	7.09032	10.603381	0.917067	5.769436	6.227207	0.001526	11.995117		1.89	9.08
1.9	9.999237	9.08	0	7.021231	10.655069	0.917067	5.769436	6.251621	0.001526	12.019532		1.9	9.08
1.91	9.999237	9.1	0.125	7.13638	10.269365	0.898756	5.653468	6.272984	-0.328069	11.595331		1.91	9.1
1.92	9.999237	9.1	0	6.675783	10.548481	0.898756	5.653468	6.297398	0.001526	11.94934		1.92	9.1
1.93	9.999237	9.1	0	7.15941	10.610331	0.898756	5.653468	6.318761	0.001526	11.970703		1.93	9.1
1.94	9.999237	9.1	0	7.15941	10.610331	0.898756	5.653468	6.340124	0.001526	11.992065		1.94	9.1
1.95	9.999237	9.12	0.125	7.09032	10.166481	0.877394	5.519188	6.364538	-0.383001	11.497673		1.95	9.12
1.96	9.999237	9.12	0	6.491544	10.55194	0.877394	5.519188	6.385901	0.001526	11.903563		1.96	9.12
1.97	9.999237	9.12	0	6.952141	10.558643	0.877394	5.519188	6.407263	0.001526	11.924926		1.97	9.12
1.98	9.999237	9.12	0	6.860022	10.558643	0.877394	5.519188	6.428626	0.001526	11.946288		1.98	9.12
1.99	9.999237	9.12	0	6.860022	10.603381	0.877394	5.519188	6.449989	0.001526	11.967651		1.99	9.12
2	9.999237	9.12	0	6.975171	10.603381	0.877394	5.519188	6.474403	0.001526	11.992065		2	9.12
2.01	9.999237	9.12	0	7.044261	10.648305	0.877394	5.519188	6.495766	0.001526	12.013428		2.01	9.12
2.01	9.999237	9.12	0	7.044261	10.648305	0.877394	5.519188	6.495766	0.001526	12.013428		2.01	9.12
2.02	9.999237	9.14	0	7.044261	10.259481	0.859083	5.40322	6.517128	-0.328069	11.589227		2.02	9.14
2.03	9.999237	9.14	0	6.557755	10.555183	0.859083	5.40322	6.538491	0.001526	11.940185		2.03	9.14
2.04	9.999237	9.14	0	6.860022	10.600122	0.859083	5.40322	6.559854	0.001526	11.961547		2.04	9.14
2.05	9.999237	9.14	0	6.998201	10.603381	0.859083	5.40322	6.581216	0.001526	11.98291		2.05	9.14
2.06	9.999237	9.14	0	7.15941	10.603381	0.859083	5.40322	6.602579	0.001526	12.004273		2.06	9.14
2.07	9.999237	9.16	0	7.11335	10.166481	0.83772	5.26894	6.623941	-0.383001	11.506828		2.07	9.16
2.08	9.999237	9.16	0	6.557755	10.562102	0.83772	5.26894	6.645304	0.001526	11.912718		2.08	9.16
2.09	9.999237	9.16	0	7.044261	10.558643	0.83772	5.26894	6.666667	0.001526	11.934081		2.09	9.16
2.1	9.999237	9.16	0	7.09032	10.545021	0.83772	5.26894	6.684977	0.001526	11.952392		2.1	9.16
2.11	9.999237	9.18	0.125	6.998201	10.124726	0.816358	5.134661	6.70634	-0.383001	11.454948		2.11	9.18
2.12	9.999237	9.18	0	6.445484	10.503758	0.816358	5.134661	6.727703	0.001526	11.860838		2.12	9.18
2.13	9.999237	9.18	0	6.906081	10.506986	0.816358	5.134661	6.749065	0.001526	11.8822		2.13	9.18
2.14	9.999237	9.18	0	6.929111	10.513874	0.816358	5.134661	6.767376	0.001526	11.900511		2.14	9.18
2.15	9.999237	9.18	0	6.906081	10.55194	0.816358	5.134661	6.788739	0.001526	11.921874		2.15	9.18
2.16	9.999237	9.18	0	6.998201	10.55194	0.816358	5.134661	6.810101	0.001526	11.943236		2.16	9.18
2.17	9.999237	9.18	0	7.021231	10.603381	0.816358	5.134661	6.828412	0.001526	11.961547		2.17	9.18
2.17	9.999237	9.18	0	7.021231	10.603381	0.816358	5.134661	6.828412	0.001526	11.961547		2.17	9.18
2.18	9.999237	9.18	0	7.06729	10.606856	0.816358	5.134661	6.849775	0.001526	11.98291		2.18	9.18
2.19	9.999237	9.2	0	7.021231	10.221152	0.798047	5.018692	6.871138	-0.328069	11.558709		2.19	9.2
2.2	9.999237	9.2	0	6.514574	10.555183	0.798047	5.018692	6.889448	0.001526	11.906615		2.2	9.2
2.21	9.999237	9.2	0	6.972292	10.555183	0.798047	5.018692	6.910811	0.001526	11.927977		2.21	9.2
2.22	9.999237	9.2	0	6.883051	10.55194	0.798047	5.018692	6.929122	0.001526	11.946288		2.22	9.2
2.23	9.999237	9.2	0	6.998201	10.600122	0.798047	5.018692	6.950484	0.001526	11.967651		2.23	9.2
2.24	9.999237	9.2	0	7.11335	10.603381	0.798047	5.018692	6.968795	0.001526	11.985962		2.24	9.2
2.25	9.999237	9.2	0	7.044261	10.606856	0.798047	5.018692	6.990158	0.001526	12.007324		2.25	9.2
2.26	9.999237	9.22	0	6.952141	10.172939	0.776684	4.884413	7.008469	-0.383001	11.506828		2.26	9.22
2.27	9.999237	9.22	0	6.281396	10.555183	0.776684	4.884413	7.02678	0.001526	11.909667		2.27	9.22
2.28	9.999237	9.22	0	6.860022	10.555183	0.776684	4.884413	7.048142	0.001526	11.931029		2.28	9.22
2.29	9.999237	9.22	0	6.975171	10.55194	0.776684	4.884413	7.066453	0.001526	11.94934		2.29	9.22
2.3	9.999237	9.22	0	6.952141	10.610331	0.776684	4.884413	7.087816	0.001526	11.970703		2.3	9.22
2.31	9.999237	9.22	0	7.044261	10.606856	0.776684	4.884413	7.106126	0.001526	11.989014		2.31	9.22
2.32	9.999237	9.22	0	7.021231	10.606856	0.776684	4.884413	7.124437	0.001526	12.007324		2.32	9.22
2.33	9.999237	9.22	0	7.06729	10.641323	0.776684	4.884413	7.1458	0.001526	12.028687		2.33	9.22
2.34	9.999237	9.24	0	7.044261	10.256116	0.758373	4.768444	7.164111	-0.328069	11.601434		2.34	9.24
2.35	9.999237	9.24	0	6.652753	10.562102	0.758373	4.768444	7.182422	0.001526	11.94934		2.35	9.24
2.36	9.999237	9.24	0	6.975171	10.613806	0.758373	4.768444	7.200732	0.001526	11.967651		2.36	9.24
2.37	9.999237	9.24	0	6.929111	10.603381	0.758373	4.768444	7.219043	0.001526	11.985962		2.37	9.24
2.38	9.999237	9.24	0	6.975171	10.603381	0.758373	4.768444	7.240406	0.001526	12.007324		2.38	9.24
2.39	9.999237	9.24	0	6.952141	10.651578	0.758373	4.768444	7.258717	0.001526	12.025635		2.39	9.24
2.4	9.999237	9.24	0	7.021231	10.644814	0.758373	4.768444	7.277028	0.001526	12.043946		2.4	9.24
2.41	9.999237	9.24	0	7.20547	10.655069	0.758373	4.768444	7.295338	0.001526	12.062257		2.41	9.24
2.42	9.999237	9.24	0	7.11335	10.703282	0.758373	4.768444	7.313649	0.001526	12.080568		2.42	9.24
2.43	9.999237	9.26	0	7.228499	10.266	0.737011	4.634165	7.335012	-0.383001	11.583124		2.43	9.26
2.44	9.999237	9.26	0	6.603814	10.603381	0.737011	4.634165	7.353323	0.001526	11.985962		2.44	9.26
2.45	9.999237	9.26	0	7.09032	10.606856	0.737011	4.634165	7.371633	0.001526	12.004273		2.45	9.26
2.46	9.999237	9.26	0	7.11335	10.65856	0.737011	4.634165	7.389944	0.001526	12.022583		2.46	9.26
2.47	9.999237	9.26	0	7.20547	10.651578	0.737011	4.634165	7.408255	0.001526	12.040894		2.47	9.26
2.48	9.999237	9.26	0	7.297589	10.655069	0.737011	4.634165	7.426566	0.001526	12.059205		2.48	9.26
2.49	9.999237	9.28	0.125	7.20547	10.314197	0.7187	4.521248	7.444877	-0.328069	11.635004		2.49	9.28
2.49	9.999237	9.28	0.125	7.20547	10.314197	0.7187	4.521248	7.444877	-0.328069	11.635004		2.49	9.28
2.5	9.999237	9.28	0	6.721842	10.603381	0.7187	4.521248	7.463188	0.001526	11.98291		2.5	9.28
2.51	-9.996185	9.28	0	7.09032	-82.374753	-19.276722	-99.996948	7.228199	0.001526	-92.770275		2.51	9.28
2.52	-9.996185	7.7	-3	-93.098237	-57.163553	-17.698939	-99.996948	6.767376	28.401617	-64.831006		2.52	7.7
2.53	-9.996185	3.64	-10.125	-90.809644	-5.713142	-13.636988	-85.922026	6.376745	73.116655	-6.431678		2.53	3.64
2.54	-9.996185	0.24	-6.625	-1.712846	2.411439	-10.237278	-64.504463	6.077668	61.196307	2.766461		2.54	0.24
2.55	-9.996185	-2.12	-6.375	3.238575	-1.205719	-7.878233	-49.642176	5.851835	42.464332	-1.329061		2.55	-2.12
2.56	-9.996185	-4.4	-6.75	2.268442	10.128043	-5.598535	-35.280385	5.680934	41.036088	11.433585		2.56	-4.4
2.57	-9.996185	-7.72	-9.375	19.175243	45.488638	-2.278172	-14.360266	5.583276	59.768063	50.988022		2.57	-7.72
2.58	-9.996185	-9.6	-5.375	89.655272	32.476204	-0.39826	-2.516213	5.549706	33.839933	36.870375		2.58	-9.6
2.59	-9.996185	-9.66	-0.625	55.219863	3.940673	-0.337224	-2.131685	5.540551	1.100175	4.505989		2.59	-9.66
2.6	-9.996185	-9.62	1.375	0.771501	2.119329	-0.376898	-2.381933	5.531395	-0.712596	2.433814		2.6	-9.62
2.61	-9.996185	-9.42	2	0.057575	-1.590507	-0.578317	-3.651484	5.519188	-3.624018	-1.759365		2.61	-9.42
2.62	-9.996185	-9.24	2.25	-1.324217	-2.264572	-0.758373	-4.786755	5.503929	-3.23949	-2.525368		2.62	-9.24
2.63	-9.996185	-9.08	2	-1.347247	-2.839964	-0.917067	-5.784695	5.482567	-2.854963	-3.160143		2.63	-9.08
2.64	-9.996185	-8.94	1.5	-1.347247	-3.326696	-1.05745	-6.669718	5.458152	-2.525368	-3.739986		2.64	-8.94
2.65	-9.996185	-8.74	1.25	-1.416337	-5.439253	-1.258869	-7.939269	5.427634	-3.624018	-6.138705		2.65	-8.74
2.65	-9.996185	-8.74	1.25	-1.416337	-5.439253	-1.258869	-7.939269	5.427634	-3.624018	-6.138705		2.65	-8.74
2.66	-9.996185	-8.52	0.75	-2.271321	-7.030014	-1.478599	-9.324788	5.394064	-3.953613	-7.887388		2.66	-8.52
2.67	-9.996185	-8.34	0.125	-2.593739	-7.429665	-1.658656	-10.457008	5.354391	-3.23949	-8.345159		2.67	-8.34
2.68	-9.996185	-8.24	-0.375	-2.616769	-6.692959	-1.756313	-11.073472	5.311666	-1.756313	-7.521172		2.68	-8.24
2.69	-9.996185	-8.22	-0.625	-2.524649	-5.640919	-1.777676	-11.207752	5.26894	-0.383001	-6.324865		2.69	-8.22
2.7	-9.996185	-8.24	-0.625	-2.31738	-4.86642	-1.756313	-11.073472	5.223163	0.386053	-5.467308		2.7	-8.24
2.71	-9.996185	-8.3	-0.625	-2.107233	-3.993893	-1.698329	-10.707256	5.180438	1.045243	-4.484627		2.71	-8.3
2.72	-9.996185	-8.36	-0.375	-1.902843	-3.658259	-1.637293	-10.322728	5.137713	1.100175	-4.087892		2.72	-8.36
2.73	-9.996185	-8.4	-0.125	-1.856783	-3.80516	-1.59762	-10.07248	5.098039	0.715648	-4.261845		2.73	-8.4
2.74	-9.996185	-8.42	0.125	-1.948902	-4.095502	-1.579309	-9.956512	5.058366	0.331121	-4.570077		2.74	-8.42
2.75	-9.996185	-8.42	0.25	-1.971932	-4.384596	-1.579309	-9.956512	5.018692	0.001526	-4.939345		2.75	-8.42
2.76	-9.996185	-8.42	0.25	-2.064052	-4.428419	-1.579309	-9.956512	4.979019	0.001526	-4.979019		2.76	-8.42
2.77	-9.996185	-8.44	0.125	-2.064052	-3.996515	-1.557946	-9.822232	4.939345	0.386053	-4.499886		2.77	-8.44
2.78	-9.996185	-8.44	0.125	-1.879813	-4.383159	-1.557946	-9.822232	4.902724	0.001526	-4.921035		2.78	-8.44
2.79	-9.996185	-8.44	0	-2.041022	-4.431325	-1.557946	-9.822232	4.86305	0.001526	-4.960708		2.79	-8.44
2.8	-9.996185	-8.4	0.125	-2.041022	-5.296586	-1.59762	-10.07248	4.823377	-0.712596	-5.964752		2.8	-8.4
2.81	-9.996185	-8.4	-0.125	-2.248291	-4.720325	-1.59762	-10.07248	4.783703	0.001526	-5.290303		2.81	-8.4
2.82	-9.996185	-8.44	-0.25	-2.179201	-3.896375	-1.557946	-9.822232	4.74403	0.715648	-4.365606		2.82	-8.44
2.83	-9.996185	-8.46	-0.125	-1.925873	-4.095502	-1.536584	-9.687953	4.704356	0.386053	-4.600595		2.83	-8.46
2.84	-9.996185	-8.46	0	-1.994962	-4.479492	-1.536584	-9.687953	4.667735	0.001526	-5.021744		2.84	-8.46
2.85	-9.996185	-8.46	0	-2.156171	-4.529143	-1.536584	-9.687953	4.628061	0.001526	-5.061418		2.85	-8.46
2.86	-9.996185	-8.46	0	-2.179201	-4.527658	-1.536584	-9.687953	4.588388	0.001526	-5.101091		2.86	-8.46
2.87	-9.996185	-8.46	0	-2.064052	-4.577326	-1.536584	-9.687953	4.551766	0.001526	-5.137713		2.87	-8.46
2.88	-9.996185	-8.46	0	-2.133141	-4.622475	-1.536584	-9.687953	4.512093	0.001526	-5.177386		2.88	-8.46
2.89	-9.996185	-8.46	0	-2.156171	-4.623991	-1.536584	-9.687953	4.475471	0.001526	-5.214008		2.89	-8.46
