TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta PV,PID Output
6.94,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
6.95,0.001526,-18.38,0,-0.031666,0,48.354314,100,0.019837,0.001526,100
6.96,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
6.97,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
6.98,0.001526,-18.38,0,-0.028787,0,48.354314,100,0.019837,0.001526,100
6.99,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7.01,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.02,0.001526,-18.38,0,-0.028787,0,48.354314,100,0.019837,0.001526,100
7.03,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.04,0.001526,-18.38,0,0.008636,0,48.354314,100,0.019837,0.001526,100
7.05,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.06,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7.07,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.08,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.09,0.001526,-18.38,0,-0.051817,0,48.354314,100,0.019837,0.001526,100
7.1,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.11,0.001526,-18.38,0,-0.031666,0,48.354314,100,0.019837,0.001526,100
7.12,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7.13,0.001526,-18.38,0,0.103634,0,48.354314,100,0.019837,0.001526,100
7.14,0.001526,-18.38,0,0.020151,0,48.354314,100,0.019837,0.001526,100
7.15,0.001526,-18.38,0,0.002879,0,48.354314,100,0.019837,0.001526,100
7.16,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.17,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.18,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.19,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.2,0.001526,-18.38,0,-0.051817,0,48.354314,100,0.019837,0.001526,100
7.21,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.22,0.001526,-18.38,0,-0.043181,0,48.354314,100,0.019837,0.001526,100
7.23,0.001526,-18.38,0,0.020151,0,48.354314,100,0.019837,0.001526,100
7.24,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.25,0.001526,-18.38,0,0.002879,0,48.354314,100,0.019837,0.001526,100
7.26,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.27,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.28,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.29,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.3,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.31,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.32,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.33,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.34,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7.35,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.36,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.37,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.38,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.39,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.4,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.41,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.42,0.001526,-18.38,0,-0.031666,0,48.354314,100,0.019837,0.001526,100
7.43,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.44,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.45,0.001526,-18.38,0,0.002879,0,48.354314,100,0.019837,0.001526,100
7.46,0.001526,-18.38,0,-0.043181,0,48.354314,100,0.019837,0.001526,100
7.47,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.48,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.49,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.5,0.001526,-18.38,0,-0.043181,0,48.354314,100,0.019837,0.001526,100
7.51,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7.52,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.53,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7.54,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.55,0.001526,-18.38,0,0.002879,0,48.354314,100,0.019837,0.001526,100
7.56,0.001526,-18.38,0,0.020151,0,48.354314,100,0.019837,0.001526,100
7.57,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.58,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.59,0.001526,-18.38,0,-0.031666,0,48.354314,100,0.019837,0.001526,100
7.6,0.001526,-18.38,0,0.066211,0,48.354314,100,0.019837,0.001526,100
7.61,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.62,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.63,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.64,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.65,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.66,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.67,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.68,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.69,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.7,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.71,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.72,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.73,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.74,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.75,0.001526,-18.38,0,-0.043181,0,48.354314,100,0.019837,0.001526,100
7.76,0.001526,-18.38,0,-0.051817,0,48.354314,100,0.019837,0.001526,100
7.77,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.78,0.001526,-18.38,0,0.031666,0,48.354314,100,0.019837,0.001526,100
7.79,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.8,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.81,0.001526,-18.38,0,-0.017272,0,48.354314,100,0.019837,0.001526,100
7.82,0.001526,-18.38,0,-0.028787,0,48.354314,100,0.019837,0.001526,100
7.83,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.84,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.85,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.86,0.001526,-18.38,0,-0.005757,0,48.354314,100,0.019837,0.001526,100
7.87,0.001526,-18.38,0,-0.043181,0,48.354314,100,0.019837,0.001526,100
