TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta PV,PID Output
1.38,9.999237,8.46,0,1.001799,2.358614,1.536584,2.687114,0.001526,0.001526,2.687114
1.39,9.999237,8.46,0,1.024829,2.360162,1.536584,2.687114,0.001526,0.001526,2.687114
1.4,9.999237,8.46,0,0.955739,2.361662,1.536584,2.687114,0.001526,0.001526,2.687114
1.4,9.999237,8.46,0,0.955739,2.361662,1.536584,2.687114,0.001526,0.001526,2.687114
1.41,9.999237,8.46,0,1.047859,2.361662,1.536584,2.687114,0.001526,0.001526,2.687114
1.42,9.999237,8.46,0,1.024829,2.361662,1.536584,2.687114,0.001526,0.001526,2.687114
1.43,9.999237,8.46,0,1.001799,2.360936,1.536584,2.687114,0.001526,0.001526,2.687114
1.44,9.999237,8.46,0,0.99892,2.360936,1.536584,2.687114,0.001526,0.001526,2.687114
1.45,9.999237,8.46,0,1.001799,2.365532,1.536584,2.687114,0.001526,0.001526,2.687114
1.46,9.999237,8.46,0,1.139978,2.361662,1.536584,2.687114,0.001526,0.001526,2.687114
1.47,9.999237,8.46,0,1.001799,2.360936,1.536584,2.687114,0.001526,0.001526,2.687114
1.48,9.999237,8.46,0,1.186038,2.361662,1.536584,2.687114,0.001526,0.001526,2.687114
1.49,9.999237,8.46,0,1.024829,2.362436,1.536584,2.687114,0.001526,0.001526,2.687114
1.5,9.999237,8.46,0,0.978769,2.365532,1.536584,2.687114,0.001526,0.001526,2.687114
1.51,9.999237,8.46,0,1.001799,2.363984,1.536584,2.687114,0.001526,0.001526,2.687114
1.52,9.999237,8.46,0,1.047859,2.362436,1.536584,2.687114,0.001526,0.001526,2.687114
1.53,9.999237,8.46,0,1.047859,2.362436,1.536584,2.687114,0.001526,0.001526,2.687114
1.54,9.999237,8.46,0,0.978769,2.359388,1.536584,2.687114,0.001526,0.001526,2.687114
1.55,9.999237,8.46,0,1.024829,2.360936,1.536584,2.687114,0.001526,0.001526,2.687114
1.56,9.999237,8.46,0,1.070889,2.360162,1.536584,2.687114,0.001526,0.001526,2.687114
1.56,9.999237,8.46,0,1.070889,2.360162,1.536584,2.687114,0.001526,0.001526,2.687114
1.57,9.999237,8.46,0,0.978769,2.35784,1.536584,2.687114,0.001526,0.001526,2.687114
1.58,9.999237,8.46,0,1.024829,2.36321,1.536584,2.687114,0.001526,0.001526,2.687114
1.59,9.999237,8.46,0,1.001799,2.361662,1.536584,2.687114,0.001526,0.001526,2.687114
1.6,9.999237,8.46,0,1.093919,2.360162,1.536584,2.687114,0.001526,0.001526,2.687114
