TimeStamp,Reference,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta Err.,PID Output
337.29,0.001526,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.3,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.3,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.31,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.32,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.33,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.34,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.35,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.36,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.37,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.38,0.001526,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.39,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.4,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.41,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.42,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.43,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.44,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.45,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.46,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.46,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.47,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.48,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.49,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.5,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.51,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.52,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.53,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.54,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.55,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.56,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.57,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.58,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.59,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.6,0.001526,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.61,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.62,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.63,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.64,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.65,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.66,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.67,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.68,0.001526,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.69,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.7,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.71,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.72,0.001526,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.73,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.74,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.75,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.76,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.77,0.001526,0,-0.083483,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.78,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.79,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.8,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.81,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.82,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.83,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.84,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.85,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.86,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.87,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.88,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.89,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.9,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.91,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.92,0.001526,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.93,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.94,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.95,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.96,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.97,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.98,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
337.99,0.001526,0,0.054696,0,0.001526,0.001526,0.001526,0.001526,0.001526
338,0.001526,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.01,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.02,0.001526,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.03,0.001526,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.04,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.05,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.06,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.07,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.08,0.001526,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.09,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.1,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.11,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.12,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.13,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.14,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.15,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.16,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.17,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.18,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.19,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.2,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.21,0.001526,0,-0.060453,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.22,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.23,0.001526,0,0.054696,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.24,0.001526,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.25,0.001526,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.26,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.27,0.001526,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.28,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.29,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.3,0.001526,0,-0.037424,0,0.001526,0.001526,0.001526,0.001526,0.001526
338.31,0.001526,0,-0.014394,0,0.001526,0.001526,0.001526,0.001526,0.001526
