TimeStamp	Reference	Position	Speed	Current	Voltage	Error	Kp x Error	Error Sum / Ti	Td x Delta PV	PID Output		TimeStamp	Position	Reference
61.41	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.41	0	0.001526
61.42	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.42	0	0.001526
61.43	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.43	0	0.001526
61.44	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.44	0	0.001526
61.45	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.45	0	0.001526
61.46	0.001526	0	0	0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.46	0	0.001526
61.47	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.47	0	0.001526
61.48	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.48	0	0.001526
61.49	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.49	0	0.001526
61.5	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.5	0	0.001526
61.51	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.51	0	0.001526
61.52	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.52	0	0.001526
61.53	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.53	0	0.001526
61.54	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.54	0	0.001526
61.55	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.55	0	0.001526
61.56	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.56	0	0.001526
61.57	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.57	0	0.001526
61.58	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.58	0	0.001526
61.59	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.59	0	0.001526
61.6	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.6	0	0.001526
61.6	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.6	0	0.001526
61.61	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.61	0	0.001526
61.62	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.62	0	0.001526
61.63	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.63	0	0.001526
61.64	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.64	0	0.001526
61.65	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.65	0	0.001526
61.66	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.66	0	0.001526
61.67	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.67	0	0.001526
61.68	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.68	0	0.001526
61.69	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.69	0	0.001526
61.7	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.7	0	0.001526
61.71	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.71	0	0.001526
61.72	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.72	0	0.001526
61.73	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.73	0	0.001526
61.74	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.74	0	0.001526
61.75	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.75	0	0.001526
61.76	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.76	0	0.001526
61.76	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.76	0	0.001526
61.77	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.77	0	0.001526
61.78	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.78	0	0.001526
61.79	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.79	0	0.001526
61.8	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.8	0	0.001526
61.81	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.81	0	0.001526
61.82	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.82	0	0.001526
61.83	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.83	0	0.001526
61.84	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.84	0	0.001526
61.85	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.85	0	0.001526
61.86	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.86	0	0.001526
61.87	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.87	0	0.001526
61.88	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.88	0	0.001526
61.89	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.89	0	0.001526
61.9	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.9	0	0.001526
61.91	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.91	0	0.001526
61.92	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.92	0	0.001526
61.92	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.92	0	0.001526
61.93	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.93	0	0.001526
61.94	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.94	0	0.001526
61.95	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.95	0	0.001526
61.96	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.96	0	0.001526
61.97	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.97	0	0.001526
61.98	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.98	0	0.001526
61.99	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		61.99	0	0.001526
62	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62	0	0.001526
62.01	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.01	0	0.001526
62.02	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.02	0	0.001526
62.03	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.03	0	0.001526
62.04	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.04	0	0.001526
62.05	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.05	0	0.001526
62.06	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.06	0	0.001526
62.07	0.001526	0	0	-0.080605	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.07	0	0.001526
62.08	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.08	0	0.001526
62.09	0.001526	0	0	0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.09	0	0.001526
62.1	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.1	0	0.001526
62.11	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.11	0	0.001526
62.12	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.12	0	0.001526
62.13	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.13	0	0.001526
62.14	0.001526	0	0	0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.14	0	0.001526
62.15	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.15	0	0.001526
62.16	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.16	0	0.001526
62.17	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.17	0	0.001526
62.18	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.18	0	0.001526
62.19	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.19	0	0.001526
62.2	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.2	0	0.001526
62.21	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.21	0	0.001526
62.22	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.22	0	0.001526
62.23	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.23	0	0.001526
62.24	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.24	0	0.001526
62.24	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.24	0	0.001526
62.25	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.25	0	0.001526
62.26	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.26	0	0.001526
62.27	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.27	0	0.001526
62.28	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.28	0	0.001526
62.29	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.29	0	0.001526
62.3	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.3	0	0.001526
62.31	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.31	0	0.001526
62.32	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.32	0	0.001526
62.33	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.33	0	0.001526
62.34	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.34	0	0.001526
62.35	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.35	0	0.001526
62.36	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.36	0	0.001526
62.37	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.37	0	0.001526
62.38	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.38	0	0.001526
62.39	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.39	0	0.001526
62.4	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.4	0	0.001526
62.4	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.4	0	0.001526
62.41	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.41	0	0.001526
62.42	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.42	0	0.001526
62.43	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.43	0	0.001526
62.44	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.44	0	0.001526
62.45	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.45	0	0.001526
62.46	0.001526	0	0	-0.126664	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.46	0	0.001526
62.47	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.47	0	0.001526
62.48	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.48	0	0.001526
62.49	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.49	0	0.001526
62.5	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.5	0	0.001526
62.51	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.51	0	0.001526
62.52	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.52	0	0.001526
62.53	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.53	0	0.001526
62.54	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.54	0	0.001526
62.55	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.55	0	0.001526
62.56	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.56	0	0.001526
62.56	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.56	0	0.001526
62.57	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.57	0	0.001526
62.58	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.58	0	0.001526
62.59	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.59	0	0.001526
62.6	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.6	0	0.001526
62.61	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.61	0	0.001526
62.62	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.62	0	0.001526
62.63	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.63	0	0.001526
62.64	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.64	0	0.001526
62.65	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.65	0	0.001526
62.66	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.66	0	0.001526
62.67	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.67	0	0.001526
62.68	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.68	0	0.001526
62.69	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.69	0	0.001526
62.7	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.7	0	0.001526
62.71	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.71	0	0.001526
62.72	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.72	0	0.001526
62.73	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.73	0	0.001526
62.74	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.74	0	0.001526
62.75	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.75	0	0.001526
62.76	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.76	0	0.001526
62.77	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.77	0	0.001526
62.78	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.78	0	0.001526
62.79	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.79	0	0.001526
62.8	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.8	0	0.001526
62.81	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.81	0	0.001526
62.82	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.82	0	0.001526
62.83	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.83	0	0.001526
62.84	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.84	0	0.001526
62.85	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.85	0	0.001526
62.86	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.86	0	0.001526
62.87	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.87	0	0.001526
62.88	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.88	0	0.001526
62.88	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.88	0	0.001526
62.89	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.89	0	0.001526
62.9	0.001526	0	0	0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.9	0	0.001526
62.91	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.91	0	0.001526
62.92	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.92	0	0.001526
62.93	0.001526	0	0	0.080605	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.93	0	0.001526
62.94	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.94	0	0.001526
62.95	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.95	0	0.001526
62.96	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.96	0	0.001526
62.97	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.97	0	0.001526
62.98	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.98	0	0.001526
62.99	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		62.99	0	0.001526
63	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63	0	0.001526
63.01	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.01	0	0.001526
63.02	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.02	0	0.001526
63.03	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.03	0	0.001526
63.04	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.04	0	0.001526
63.04	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.04	0	0.001526
63.05	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.05	0	0.001526
63.06	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.06	0	0.001526
63.07	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.07	0	0.001526
63.08	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.08	0	0.001526
63.09	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.09	0	0.001526
63.1	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.1	0	0.001526
63.11	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.11	0	0.001526
63.12	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.12	0	0.001526
63.13	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.13	0	0.001526
63.14	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.14	0	0.001526
63.15	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.15	0	0.001526
63.16	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.16	0	0.001526
63.17	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.17	0	0.001526
63.18	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.18	0	0.001526
63.19	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.19	0	0.001526
63.2	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.2	0	0.001526
63.2	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.2	0	0.001526
63.21	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.21	0	0.001526
63.22	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.22	0	0.001526
63.23	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.23	0	0.001526
63.24	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.24	0	0.001526
63.25	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.25	0	0.001526
63.26	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.26	0	0.001526
63.27	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.27	0	0.001526
63.28	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.28	0	0.001526
63.29	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.29	0	0.001526
63.3	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.3	0	0.001526
63.31	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.31	0	0.001526
63.32	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.32	0	0.001526
63.33	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.33	0	0.001526
63.34	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.34	0	0.001526
63.35	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.35	0	0.001526
63.36	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.36	0	0.001526
63.37	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.37	0	0.001526
63.38	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.38	0	0.001526
63.39	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.39	0	0.001526
63.4	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.4	0	0.001526
63.41	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.41	0	0.001526
63.42	0.001526	0	0	0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.42	0	0.001526
63.43	0.001526	0	0	0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.43	0	0.001526
63.44	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.44	0	0.001526
63.45	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.45	0	0.001526
63.46	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.46	0	0.001526
63.47	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.47	0	0.001526
63.48	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.48	0	0.001526
63.49	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.49	0	0.001526
63.5	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.5	0	0.001526
63.51	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.51	0	0.001526
63.52	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.52	0	0.001526
63.52	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.52	0	0.001526
63.53	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.53	0	0.001526
63.54	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.54	0	0.001526
63.55	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.55	0	0.001526
63.56	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.56	0	0.001526
63.57	0.001526	0	0	0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.57	0	0.001526
63.58	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.58	0	0.001526
63.59	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.59	0	0.001526
63.6	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.6	0	0.001526
63.61	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.61	0	0.001526
63.62	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.62	0	0.001526
63.63	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.63	0	0.001526
63.64	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.64	0	0.001526
63.65	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.65	0	0.001526
63.66	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.66	0	0.001526
63.67	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.67	0	0.001526
63.68	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.68	0	0.001526
63.68	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.68	0	0.001526
63.69	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.69	0	0.001526
63.7	0.001526	0	0	-0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.7	0	0.001526
63.71	0.001526	0	0	0.034545	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.71	0	0.001526
63.72	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.72	0	0.001526
63.73	0.001526	0	0	-0.057575	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.73	0	0.001526
63.74	0.001526	0	0	0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.74	0	0.001526
63.75	0.001526	0	0	-0.011515	0	0.001526	0.001526	0.001526	0.001526	0.001526		63.75	0	0.001526
