TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta Err.,PID Output
0.75,9.999237,7.3,0,1.315581,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.76,9.999237,7.3,0,1.31846,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
0.76,9.999237,7.3,0,1.31846,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
0.77,9.999237,7.3,0,1.361641,2.98339,2.699321,3.37377,0.001526,0.001526,3.37377
0.78,9.999237,7.3,0,1.34149,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
0.79,9.999237,7.3,0,1.34149,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.8,9.999237,7.3,0,1.34149,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.81,9.999237,7.3,0,1.338611,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.82,9.999237,7.3,0,1.36452,2.988225,2.699321,3.37377,0.001526,0.001526,3.37377
0.83,9.999237,7.3,0,1.31846,2.986328,2.699321,3.37377,0.001526,0.001526,3.37377
0.84,9.999237,7.3,0,1.34149,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.85,9.999237,7.3,0,1.34149,2.988225,2.699321,3.37377,0.001526,0.001526,3.37377
0.86,9.999237,7.3,0,1.338611,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
0.87,9.999237,7.3,0,1.29543,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
0.88,9.999237,7.3,0,1.34149,2.988225,2.699321,3.37377,0.001526,0.001526,3.37377
0.89,9.999237,7.3,0,1.34149,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.9,9.999237,7.3,0,1.361641,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.91,9.999237,7.3,0,1.36452,2.990184,2.699321,3.37377,0.001526,0.001526,3.37377
0.92,9.999237,7.3,0,1.384671,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.92,9.999237,7.3,0,1.384671,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.93,9.999237,7.3,0,1.34149,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
0.94,9.999237,7.3,0,1.31846,2.990184,2.699321,3.37377,0.001526,0.001526,3.37377
0.95,9.999237,7.3,0,1.36452,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.96,9.999237,7.3,0,1.338611,2.988225,2.699321,3.37377,0.001526,0.001526,3.37377
0.97,9.999237,7.3,0,1.361641,2.990184,2.699321,3.37377,0.001526,0.001526,3.37377
0.98,9.999237,7.3,0,1.34149,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
0.99,9.999237,7.3,0,1.34149,2.990184,2.699321,3.37377,0.001526,0.001526,3.37377
1,9.999237,7.3,0,1.31846,2.971759,2.699321,3.37377,0.001526,0.001526,3.37377
1.01,9.999237,7.3,0,1.31846,2.972677,2.699321,3.37377,0.001526,0.001526,3.37377
1.02,9.999237,7.3,0,1.361641,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
1.03,9.999237,7.3,0,1.34149,2.997958,2.699321,3.37377,0.001526,0.001526,3.37377
1.04,9.999237,7.3,0,1.387549,2.988225,2.699321,3.37377,0.001526,0.001526,3.37377
1.05,9.999237,7.3,0,1.384671,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
1.06,9.999237,7.3,0,1.338611,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
1.07,9.999237,7.3,0,1.2724,2.993122,2.699321,3.37377,0.001526,0.001526,3.37377
1.08,9.999237,7.3,0,1.34149,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
1.08,9.999237,7.3,0,1.34149,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
1.09,9.999237,7.3,0,1.387549,2.989205,2.699321,3.37377,0.001526,0.001526,3.37377
1.1,9.999237,7.3,0,1.31846,2.993122,2.699321,3.37377,0.001526,0.001526,3.37377
1.11,9.999237,7.3,0,1.361641,2.991164,2.699321,3.37377,0.001526,0.001526,3.37377
