TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta PV,PID Output
5.61,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.62,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.63,0.001526,-89.08,0,0.192875,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.64,0.001526,-89.08,0,0.241814,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.65,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.66,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.67,0.001526,-89.08,0,0.230299,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.68,0.001526,-89.08,0,0.230299,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.69,0.001526,-89.08,0,0.230299,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.7,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.71,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.72,0.001526,-89.08,0,0.241814,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.73,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.74,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.75,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.76,0.001526,-89.08,0,0.178481,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.77,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.78,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.79,0.001526,-89.08,0,0.241814,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.8,0.001526,-89.08,0,0.178481,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.81,0.001526,-89.08,0,0.230299,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.82,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.83,0.001526,-89.08,0,0.192875,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.84,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.85,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.86,0.001526,-89.08,0,0.218784,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.87,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.88,0.001526,-89.08,0,0.241814,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.89,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.9,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.91,0.001526,-89.08,0,0.215905,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.92,0.001526,-89.08,0,0.215905,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.93,0.001526,-89.08,0,0.187118,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.94,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.95,0.001526,-89.08,0,0.20439,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.96,0.001526,-89.08,0,0.215905,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.97,0.001526,-89.08,0,0.215905,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.98,0.001526,-89.08,0,0.192875,0,4.322881,0.001526,0.001526,0.001526,-89.544518
5.99,0.001526,-89.08,0,0.218784,0,4.322881,0.001526,0.001526,0.001526,-89.544518
