TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta PV,PID Output
58.24,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.25,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.26,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.27,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.28,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.29,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.3,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.31,0.001526,-35.78,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.32,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.33,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.34,0.001526,-35.78,0,0.077726,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.35,0.001526,-35.78,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.36,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.37,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.37,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.38,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.39,0.001526,-35.78,0,-0.103634,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.4,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.41,0.001526,-35.78,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.42,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.43,0.001526,-35.78,0,0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.44,0.001526,-35.78,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.45,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.46,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.47,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.48,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.49,0.001526,-35.78,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.5,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.51,0.001526,-35.78,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.52,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.53,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.53,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.54,0.001526,-35.78,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.55,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.56,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.57,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.58,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.59,0.001526,-35.78,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.6,0.001526,-35.78,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.61,0.001526,-35.78,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.62,0.001526,-35.78,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.63,0.001526,-35.78,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.64,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.65,0.001526,-35.78,0,0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.66,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.67,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.68,0.001526,-35.78,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.69,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.7,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.71,0.001526,-35.78,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.72,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.73,0.001526,-35.78,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.74,0.001526,-35.78,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.75,0.001526,-35.78,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
58.76,0.001526,-35.78,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
