TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta Err.,PID Output
169.7,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.71,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.72,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.73,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.74,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.75,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.76,0.001526,0,0,0.048938,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.77,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.78,0.001526,0,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.79,0.001526,0,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.8,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.81,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.82,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.83,0.001526,0,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.84,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.85,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.86,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.87,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.88,0.001526,0,0,-0.15833,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.89,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.9,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.91,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.92,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.93,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.94,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.95,0.001526,0,0,0.074847,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.96,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.97,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.98,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
169.99,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
170,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
170,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.01,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.02,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.03,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.04,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.05,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.06,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.07,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.08,0.001526,0,0,0.074847,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.09,0.001526,0,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.1,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.11,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.12,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.13,0.001526,0,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.14,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.15,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.16,0.001526,0,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.16,0.001526,0,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
170.17,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
