TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta Err.,PID Output
19.34,-14.998093,-15.04,0,-0.149694,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.35,-14.998093,-15.04,0,-0.149694,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.36,-14.998093,-15.04,0,-0.129543,0.049701,0.041199,0.080873,0.001526,0.001526,0.080873
19.37,-14.998093,-15.04,0,-0.164088,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.38,-14.998093,-15.04,0,-0.149694,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
19.39,-14.998093,-15.04,0,-0.143937,0.049623,0.041199,0.080873,0.001526,0.001526,0.080873
19.4,-14.998093,-15.04,0,-0.129543,0.049701,0.041199,0.080873,0.001526,0.001526,0.080873
19.41,-14.998093,-15.04,0,-0.143937,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.42,-14.998093,-15.04,0,-0.118028,0.049701,0.041199,0.080873,0.001526,0.001526,0.080873
19.43,-14.998093,-15.04,0,-0.149694,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.44,-14.998093,-15.04,0,-0.123786,0.049639,0.041199,0.080873,0.001526,0.001526,0.080873
19.45,-14.998093,-15.04,0,-0.129543,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
19.46,-14.998093,-15.04,0,-0.149694,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.47,-14.998093,-15.04,0,-0.129543,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
19.48,-14.998093,-15.04,0,-0.164088,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
19.49,-14.998093,-15.04,0,-0.149694,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.5,-14.998093,-15.04,0,-0.164088,0.049639,0.041199,0.080873,0.001526,0.001526,0.080873
19.51,-14.998093,-15.04,0,-0.109392,0.049639,0.041199,0.080873,0.001526,0.001526,0.080873
19.52,-14.998093,-15.04,0,-0.149694,0.049639,0.041199,0.080873,0.001526,0.001526,0.080873
19.53,-14.998093,-15.04,0,-0.06909,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.54,-14.998093,-15.04,0,-0.123786,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.55,-14.998093,-15.04,0,-0.129543,0.049701,0.041199,0.080873,0.001526,0.001526,0.080873
19.56,-14.998093,-15.04,0,-0.129543,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.57,-14.998093,-15.04,0,-0.143937,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.58,-14.998093,-15.04,0,-0.149694,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.59,-14.998093,-15.04,0,-0.149694,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.6,-14.998093,-15.04,0,-0.143937,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.61,-14.998093,-15.04,0,-0.129543,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
19.62,-14.998093,-15.04,0,-0.149694,0.049639,0.041199,0.080873,0.001526,0.001526,0.080873
19.63,-14.998093,-15.04,0,-0.123786,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.64,-14.998093,-15.04,0,-0.109392,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.65,-14.998093,-15.04,0,-0.143937,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.66,-14.998093,-15.04,0,-0.129543,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.67,-14.998093,-15.04,0,-0.129543,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
19.68,-14.998093,-15.04,0,-0.109392,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.69,-14.998093,-15.04,0,-0.129543,0.049701,0.041199,0.080873,0.001526,0.001526,0.080873
19.7,-14.998093,-15.04,0,-0.149694,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.71,-14.998093,-15.04,0,-0.164088,0.049669,0.041199,0.080873,0.001526,0.001526,0.080873
19.72,-14.998093,-15.04,0,-0.149694,0.049654,0.041199,0.080873,0.001526,0.001526,0.080873
19.73,-14.998093,-15.04,0,-0.123786,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
19.74,-14.998093,-15.04,0,-0.15833,0.049639,0.041199,0.080873,0.001526,0.001526,0.080873
19.75,-14.998093,-15.04,0,-0.164088,0.049685,0.041199,0.080873,0.001526,0.001526,0.080873
