TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta Err.,PID Output
291.45,0.001526,0,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.46,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.47,0.001526,0,0,0.094998,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.48,0.001526,0,0,-0.086362,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.48,0.001526,0,0,-0.086362,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.49,0.001526,0,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.5,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.51,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.52,0.001526,0,0,0.051817,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.53,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.54,0.001526,0,0,0.051817,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.55,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.56,0.001526,0,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.57,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.58,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.59,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.6,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.61,0.001526,0,0,-0.063332,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.62,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.63,0.001526,0,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.64,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.64,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.65,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.66,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.67,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.68,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.69,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.7,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.71,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.72,0.001526,0,0,0.025909,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.73,0.001526,0,0,0.005757,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.74,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.75,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.76,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.77,0.001526,0,0,-0.086362,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.78,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.79,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.8,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.8,0.001526,0,0,0.002879,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.81,0.001526,0,0,0.028787,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.82,0.001526,0,0,-0.040302,0,0.001526,0.001526,0.001526,0.001526,0.001526
291.83,0.001526,0,0,-0.017272,0,0.001526,0.001526,0.001526,0.001526,0.001526
